,CONTENT,ABUSE
2049,Alice Ko: No Susan Song: No,0
2050,Thanks a Million!,0
2051,Stop not interested,0
2052,I just need an estimate on getting my stuff from Idaho to Texas,0
2054,Going another route. Thanks for your time.,0
2055,I will attend the event on 9/28,0
2056,Approved for service.,0
2057,I'm looking for a 2bdr house,0
2058,Hi babe. How's it going!,0
2059,"me, no Nyun Lee, no",0
2060,HCA Yunjeong Park No Client Yunlee suksoon No Hurh Hyo Rae No SIM Jung Ja No,0
2061,"Hello, I need my user ID, PIN, and password please",0
2062,Fuck no I didn't!,1
2063,Okay only buy text or email,0
2064,SO p,0
2065,Thank you 7033,0
2066,"How can I know my fema user ID , password, and pin???",0
2067,Gabriel Martinez,0
2068,"Christopher chang no, jung hee kim no.",0
2069,"OBDEL Kordistos, Dana dob 4/6/88 9/21/21 NSVD female, Apgars 8/8, Wt 2480 g. Del by Dr Sarah Williams, MSW Hospital",0
2070,Login to fema and see wht the update says,0
2071,It will be my last year paying you! The bears??? Over jets/Denver? It's not like you're picking a lot of games! Last Saturday I think you picked 2 from the entire schedule and lost both!,0
2072,"OBDEL Parvez, Serene dob 8/9/85 9/22/21 NSVD female, Apgars 9/9, Wt 2690 g. Del by Dr Youyin Choy, MSW Hospital",0
2073,Hu Gf,0
2074,"Dervishleri, Kelli dob 2/8/82 9/23/21 NSVD female, Apgars 8/9, Wt 2960 g. Del by Dr Hope Langer, MSW Hospital",0
2075,Start a loan,0
2076,Buenas tardes estoy llamando desde ase d?as y no contestan x k motiv?,0
2077,Kiero ase un pago,0
2078,"COVID screening for Chun J Kim for9/23/2021 Question 1. Christine Kim, no Question 2. Chun J Kim, no",0
2079,"COVID screening for Chun J Kim for9/25/2021 Question 1. Christine Kim, no Question 2. Chun J Kim, no",0
2080,"No, cancel and reschedule later, just returning.",0
2081,Yes Im Going to make a payment today,0
2082,Yes waiting on Eder to finish,0
2083,I keep coming and filling out paperwork but never get a loan,0
2084,9/27/21 Sueyunkim Â¾ÃÂ´ÃÂ¿Ã¤ Jay woo Â¾ÃÂ´ÃÂ¿Ã¤ WON h lee Â¾ÃÂ´ÃÂ¿Ã¤,0
2085,Sookja:no Byung:no,0
2086,How much do I qualify for,0
2087,What library,0
2088,SHELTER 80201,0
2089,I was in Orlando,0
2090,I need yall to get me a fema trailer because we are homeless,0
2091,Juan I will be moving myself. Thanks anyway.,0
2092,NO ONE ANSWERS.... WHY ?,0
2093,Copy thanks!,0
2094,Quit bs me I need money now ?,0
2095,I do have two items. Can they be collected? A table and a sofa,0
2096,Stop messaging me if you can't help with a loan,0
2097,Temp 97.4,0
2098,"Loved Â¡Â°RevClubLA: Don't want women FORCED to have children against their will? No Going Back - No Surrender! Abortion On Demand & Without Apology! TODAY 3pm, Come to the Revolution Club Mass Meeting Revolution Club Organizing Center 2716 S Vermont Ave Talk with others about: Why capitalism & patriarchy are completely bound together, and why you can't end one without ending the other Make plans for Oct 2-Break All the Chains Contingent Txt STOP to OptOutÂ¡Â±",0
2099,Ok. Tks,0
2100,I must hit y'all number by miss state I talk to the FEMA man yesterday and the people on the phone day Before yesterday,0
2101,Thanks man,0
2102,Yes like pickup front porch,0
2103,"9/27/2021 HCA: UH,KYUNGIL H : NO Client: KIM, OK SIK:NO",0
2104,Noreen no Akhtari rafiq no,0
2105,Help. Dont give those numbers out till I talk to someone,0
2106,What is the address to this location?,0
2107,Olola Olid wanted me to work Wednesday and Friday this week (Att: Nancy) please call her,0
2108,Will call u monday,0
2109,Can it be under my ssd's ons name he has better credit score and job we are trying to get a down payment on a home,0
2110,No not tonight,0
2111,Stop this ant Jessica number,0
2112,Juniza Galla No Marie Balthazar No,0
2113,Ted Sox game started on ch 206.,0
2114,I work Monday and Tuesday 7-7,0
2115,STOP texting me now,0
2116,I am in izzo,0
2117,"Hi, I think you took our trash cans by mistake. Our former neighbors sold the their house and trash cans were taken, along with recycling. Address is 2501 Cove Rd, Gainesville 30506. Antonio Rios. Thanks!",0
2118,Loved Â¡Â°DS: Home Alert For Arely Own a 3 BR 2 BA house with zero down options. See Them at: overstockhouses.com EZ approval. Txt STOP to End Â¡Â±,0
2119,Yes 10:04,0
2120,Need $900,0
2121,"I have chiro appt at 11, pls call by 10",0
2122,Vera no Edward beckford no,0
2123,Lanna Kang NO Suk An Choi NO,0
2124,I cannot wok this shift.,0
2125,Me no Debra Branch no,0
2126,Do you have from 2pm to 9am shift,0
2127,Not this time thank you!,0
2128,I need to rent not rent to own can u please help,0
2129,Can you please cancel our reservation. We have a conflict and won't be able to attend.,0
2130,Have applied virtually 20 times to that site,0
2131,The food and service was great!! Friendly folks and good music!!,0
2132,Yes but i don't get,0
2133,You tell me,0
2134,9/27/21 Homecare:Kim kyung sook No Client: moon un bok No park so Jeu No,0
2135,Will need to reschedule was in accident today,0
2136,Veronica Arteaga,0
2137,When is the next car show in Pomona?,0
2138,"ÃÂ¨Â¸ÃÃ?ÃÃÂ¿:Cho, Hwasook-NO. ÃÂ¬Â¶Ã³Ã?ÃÂ¾Ã°ÃÂ®:Lim, Yangsuk-NO.",0
2139,Please call 9853189579 please,0
2140,i need 1500 if possible,0
2141,Wringing wet,0
2142,Please cancel appt. I was seen at Chandler office on last Thursday because my catheter was blocked. Will call for appt.,0
2143,Send pics,0
2144,Please stop texting me I'm so tired all fake loan texts saying I been approved have not got a loan yet no more texts,0
2145,1. Kyungin ryou; no 2. Si yoon ryou; no,0
2146,Shelter 70726,0
2147,?? Download Bowmasters FOR FREE right now! ????? https://itu,0
2148,Hey! ?? Download a new cool game Bowmasters! ? It's hilarious!!!,0
2149,N Cancel,0
2150,NO CANCEL,0
2151,Yes pls,0
2152,"I don't have a dollar in my account for my ""free"" I said free credit score",0
2153,"I will just call in the mornin.Is this a valid keyword, response,or command?",0
2154,9/27/21 Yang mee Kyung no Paek Anna no,0
2155,Have you checked the west side,0
2156,How are you looking for information on your services,0
2157,Z h t 4952,0
2158,Hi fbv sure,0
2159,Dang! What do u mean more cash? Have not received any other than payroll?,0
2160,George flanigan. Pass away. 03 19 21.,0
2161,1-seung-Rok-Kim-no Kim-lNkAp-no 3-Chang-ok-Kim-no 9/27/21,0
2162,Disliked SchoolsFirst FCU: Online/Mobile Banking Deposit to xxxx37-70 on 09/24/2021 for $314.00.  Txt STOP to opt out.,0
2163,And its to my knowledge that my daughter is doing physical activities while wearing a mask...not good,0
2164,Sung min kim no Young kim no Seung bum kim no,0
2165,Yes tomorrow 9a.m sharp,0
2166,Join to,0
2167,"How many bags am I allowed? Can you pick up at a second address, too? Do you have a phone number so I can speak with a live person?",0
2168,I continue to send messages to setup a payment arrangement. No response when I call you can hear people laughing then they hang up. Can I MAKE A PAYMENT,0
2169,ARRANGEMENT FOR OCT 14 IN THE AMOUNT OF $575.00,0
2170,"Sorry, no",0
2171,2715 e Angela Circle Gulfport Ms 39503@,0
2172,My cell has limited data and wouldn't download your preview. Can we please talk on the phone when you say its ok. Please...,0
2173,Stop Katie Marie,0
2174,Visit:September 27 Client: Yoon kwak:OK Homemaker: Eunchu Chan:OK,0
2175,New heart,0
2176,Trust not a will,0
2177,"I want, ?",0
2178,This is Karen Smith I can be reached at 225 623 8721 any time,0
2179,"You know what I mean bro you've been pretty cool about everything and I appreciate it you've been nice you've always tried to show me the way and I appreciate all that and I have a lot more things to learn that I know you teach me more of the ropes but man I don't know if I'm going to stick on this just send me a card nothing's on it send me another one nothing on it how would you feel bro you know you in all of this sweeps nothing on them you win nothing I mean that's crap you're told open the bank account and Bank of America and there's $30,000 for you it ain't $30,000 cents there so you know I don't know yet you know I might meet up yet what to do if it's just the point system of what you what you work what you make when you don't surveys you make so m",0
2180,Steven Segal,0
2181,Not ready yet. Haven't decided where we want to live yet.,0
2182,A nombre : Santiago yepes Cordoba Colombia - Medellin,0
2183,It don't works,0
2184,Steve Segal,0
2186,SHELTER 30084,0
2188,I need help setting up my account for disaster relief it's not letting my ID and passcode go through to create the account,0
2189,No i did not please call 313412 7127,0
2190,Kim.Jong gook.no Shin.youngsoo.no,0
2191,"o you said you'd take maybe 300 $400 out of my bank account I allowed it how much did you end up taking over $1,800 you took out of my bank account you guys are nothing but fraudulent crappy b******* you think I'm going to keep hanging on to you and what you going to play this now now you can't do it through phone and all whatever yeah so that you can get mad and not send me my paycheck s*** you never would have planned to send me one anyway you never pass that plan to give me a damn thing to start with and you ain't going to give me what anything is coming to me now nothing but a kick in the butt that's",0
2192,No credit card to pay credit check,0
2193,No I called and left a message with someone that I could not come on the 28th. I'm having a nuclear study done on my ankle. I won't get out until after three. Could we please reschedule the appointment?,0
2194,Ambry genetics,0
2195,Yes I'm very interested,0
2196,I'm good,0
2197,Victor Valencia,0
2198,It would be a miracle to get any help with my bills,0
2199,9/27/21 Â¹ÃÃ?ÃÂ¼Â® Â³Ã« Â±ÃÂ·ÃÂ¸Â®Â¾ÃÂ±Ã¨ Â³Ã« Ã?ÃÂ±ÃÂ¼Ã· Â³Ã«,0
2200,Bad service. We will take our business where else!,0
2201,Hyo Joong Yoon No Sara Saok Hong No,0
2202,No 100 mesh was backed up 6 deep when I arrived,0
2203,"Can you send me directions or pin drop to Chester pad please,never been there and I'm definitely not familiar with that area",0
2204,Cv ty I'll,0
2205,Loading now though,0
2206,Opt in,0
2207,"Cash App: Kevin Jones requested $500. To approve or decline, visit: https://cash.app/p/0m3p6nsxxyp2jy2nhk9xlbdcu",0
2208,Kim. Soonja. NO Lee. Ki bon. NO Kim. Hwa cha. NO 09/27/2021.,0
2209,"This is the Cash App SMS service. Sorry, we did not understand your request. Reply HELP for help.",0
2210,Disliked Â¡Â°Curacao: Your 10 days grace period ends TODAY. Make your payment now by visiting us at myaccount.icuracao.com or visit a store. Txt STOP to OptOutÂ¡Â±,0
2211,Joshua Fults,0
2212,[Auto Reply] 1Step up Electric Inc c-10 1028778,0
2213,No I self discharged,0
2214,I thank you need a home in Greeneville TN 37743,0
2215,Le dio risa Family Nutrition Info:Learn about available assistance programs if you need financial help. i.familynutritioninfo.com/IDTL83/39182,0
2216,Akala No Mary Brewer No Ms Karen Gutstadt No,0
2217,Call me if you can find me a home with no money down 4233291275,0
2218,SHELTER 78163,0
2219,Please send me more information on two bedrooms or one bedrooms rent to own I live off of SSI and social security,0
2220,No shipping,0
2221,Need more info please !,0
2222,The batteries in my new 2021 AMG GTC evidently are dead. I canÂ¡Â¯t open my trunk so I canÂ¡Â¯t charge. Please call me to schedule a time for you to fix my problems. I drove it yesterday so IÂ¡Â¯m shocked that batteries are dead. Steven Smith. 614-296-8648 3 Trimblestone Ln Hilton Head Island SC 29928. Thanks,0
2223,How ??????,0
2224,fnncnnc did jdjdj fjfjjd,0
2225,huh fjfjjd fjfnnf jdjd,0
2226,Please. I need you to help me find a home for me and my kid she 13,0
2227,Sung hee kang. No Client yunran Kim. No Chungai ki. No,0
2228,What is the address?,0
2229,"No Thanks,I Thinks Its All B.S",0
2230,Kyoung Hwa Lee - No Grace Lee - No 9 / 27 / 21,0
2231,Ellen Rice,0
2232,Skip please,0
2233,The blessing and the curse.,0
2234,"I care about you, I wish I could be there for you, I have to attend to my own needs right now. I'm concerned about you, so I'm sending you this resource. Would it be helpful if I talked to your mom too? Do you have someone you can talk to right now?",0
2235,I will not be able to make it. I am so sincerely sorry.,0
2236,"Ahn, Jenny - no Park, Sung S - no 9/27/2021",0
2237,Diane no Juanita no,0
2238,Which entrance address?,0
2239,Got it; be there. Thanks.,0
2240,For Othrts,0
2241,For Others,0
2242,FOROTHERS L,0
2243,<> FOR OTHERS,0
2244,<for others>,0
2245,[] FOR OTHERS,0
2246,9Â¿Ã¹26Ã?Ã Â³Â¯Ã?ÃÂ°Â¡ ÃÂ²Â·ÃÂ³ÃÂ¿Ã¤ Â´ÃÂ½Ã ÂºÂ¸Â³Â»ÂµÃ¥Â¸Â±Â²Â²Â¿Ã¤,0
2247,For mother's,0
2248,"""FOR OTHERS",0
2249,J.May ....No Maria Cristina Majeya...No,0
2250,"9/27/21 LEE,JEE WON NO CLIENT SONG,IN MYUNG NO",0
2251,"""FOR BROTHERS",0
2252,Help foster children,0
2253,Toye pak no Mi yang oh no,0
2254,How to donate,0
2255,"[Name] Lucille M Hernandez [Phonetic name] Lucille Minnie [Mobile] (915) 731-9792 [Other] lucille.hernandez@hotmail.com [Home] 12249 Sitting Bull Dr El Paso , TX 79936 US [AIM] Minnie [AIM] Minne [Birthday] 1957-09-06 [Anniversary] 1978-07-01 [Spouse] Antonio Hernandez",0
2256,Just stop,0
2257,"COVID SCREEN for September 26th Homemaker name: OMAR SYED, NO Client name: Siraj Syed, NO Client name: Shahnaz Fatima, NO",0
2258,This is not brittnie's phone number. Stop,0
2259,Temp 97.6,0
2260,Please mail all information to me cannot see good enough to read on my phone cannot,0
2261,I'm so mad at you and high,0
2262,MaasaLong https://maasalong.com/mlk-xpa-rc2s/index.php?vsl=MTYzMzA1NDM3Mg==&affId=3E744163&c1=c8447349515743d78b295d6b2e70829b&c2=275&sub5=,0
2263,NK YOU SIGN RITA K.,0
2264,Gtt finals 5,0
2265,Gttfinals 10,0
2266,and make a full payment for October on the 12th or October. Please confirm you received this? Ty,0
2267,GTTfinals 10,0
2268,Gtt finals 10,0
2269,GTT finals 10,0
2270,Ggt finals 5,0
2271,Gttfinals 5,0
2272,Ett final 5,0
2273,GTTFinals 5,0
2274,GTTfinals 5,0
2275,Ctt finals 10,0
2276,GTT Finals10,0
2277,Ahuva blatt,0
2278,GTT Finals 10,0
2279,GTT FINALS 10,0
2280,GTT finals 10 Thank you!,0
2281,GTT Finals5,0
2282,Gtt final 5,0
2283,Abby and Suri,0
2284,Gtt final 10,0
2285,GTT Findals 10,0
2286,Gyt finals 10,0
2287,Gtt finals10,0
2288,Is yuk lotso hi u,0
2289,No but,0
2290,Mindy blatt,0
2291,Gtt Finals 10,0
2292,Ahuva bluet,0
2293,Gttfinals5 Another girl votes for Gttfinals10,0
2294,gtt finals 10,0
2295,GTTfinals5 GTTfinals10,0
2296,Gttfinal10-ahuva blast,0
2297,Yes ?!!!!!!!!!!!!!!,0
2298,GTTFINALS 10,0
2299,GTTfianls 5,0
2300,Ur welcome ?,0
2301,GTTFINALS 5,0
2302,This is 4 girls,0
2303,Abx and suri,0
2304,Gtt finals Ten,0
2305,GTT Finals 5,0
2306,Gtt finals ten,0
2307,Gtt finals-10,0
2308,How can that be if the event just happened?,0
2309,Gtt finalist 5,0
2310,DANIELLE !,0
2311,Miri aauerbach !!,0
2312,From ten people,0
2313,Watching with me,0
2314,GTT finals 5,0
2315,Gtt Finalost 10,0
2316,Ggt finals 10,0
2317,Gtt Finalist 10,0
2318,Your welcome,0
2319,ME NO. KWAN HUR NO.,0
2320,Gtt finalists 5,0
2321,Voting for my next seat,0
2322,"?Let's chat on WhatsApp! It's a fast, simple, and secure app we can use to message and call each other for free. Get it at https://whatsapp.com/dl/",0
2323,Btt finale 10,0
2324,Gtt final,0
2325,gtt finals 5,0
2326,Ahuva Glatt,0
2327,We really enjoyed!,0
2328,Gtt finales 10,0
2329,Thank you soo much,0
2330,Thanks a lot,0
2331,What the fuck was that,1
2332,We had a great time,0
2333,Gtt finale 10,0
2334,Thanx so much really enjoyed,0
2335,GTT final 10,0
2336,Getting loan started,0
2337,Ahuva gttfinals 10,0
2338,Gtt finalists ahuva blatt I'm sorry I forgot her number,0
2339,To vpte,0
2340,G T T finals 10,0
2341,Irene Cabala no Pacita espinoza no,0
2342,Gtt 10,0
2343,Gttfinals10 to vote,0
2344,GTT finale 10,0
2345,Ahuvah blatt,0
2346,Gtt finalists 7,0
2347,gttfinals 10,0
2348,It's a really special way to express Jewish talent,0
2349,You suck,1
2350,GTT FINAL 10,0
2351,K knk mk man. K. K. K . K like n k. K. K no. K. K k. K k. K k. K n,0
2352,Gtt Final10,0
2353,GTTFinals5 Abby and Suri,0
2354,Abby Schwartz and suri Lerman,0
2355,Got it?,0
2356,GTT FINALS TEN,0
2357,2 ppl so voting twice,0
2358,Silver #126021773,0
2359,gtt finals ten,0
2360,Abby and suri!!!@,0
2361,We cant wait 2 watch the next years,0
2362,We are watching it now,0
2370,Vote for Abby,0
2373,I've tried 3 times to make a payment and it isn't going through.,0
2378,I vote for Ahuva,0
2379,Me no Moga Octavian no,0
2380,the system was rigged!! Abby and suri shld have won!,0
2383,Address and suite needed.,0
2385,Yeah hhlp,0
2386,Nobody called me,0
